FeatureID,TsTime,TsValue,TsValue_normalized,AquiferID
5870240008,8/15/2003,-11.14,-11.14,12
5870240008,11/26/2003,-9.38,-9.38,12
5870240008,12/11/2003,-9.37,-9.37,12
5870240008,1/16/2004,-9.37,-9.37,12
5870240008,3/18/2004,-8.47,-8.47,12
5870240008,2/20/2004,-9.54,-9.54,12
5870240008,4/23/2004,-9.44,-9.44,12
5870240008,6/23/2004,-9.3,-9.3,12
5870240008,5/21/2004,-9.44,-9.44,12
5870240008,8/25/2004,-9.33,-9.33,12
5870240008,9/9/2004,-9.29,-9.29,12
5870240008,6/19/2007,-9.05,-9.05,12
5870240008,3/25/2008,-9.17,-9.17,12
5870240008,8/19/2008,-8.04,-8.04,12
5870240008,4/22/2009,-9.25,-9.25,12
5870240008,1/12/2010,-9.42,-9.42,12
5870240008,7/19/2012,-9.36,-9.36,12
5870240008,7/26/2011,-9.23,-9.23,12
5870240010,6/19/2007,-9.05,-9.05,12
5870240010,8/19/2008,-4.44,-4.44,12
5870240011,10/29/2003,-3.55,-3.55,12
5870240011,8/15/2003,-3.66,-3.66,12
5870240011,11/26/2003,-3.71,-3.71,12
5870240011,12/11/2003,-3.62,-3.62,12
5870240011,1/16/2004,-3.55,-3.55,12
5870240011,3/18/2004,-3.7,-3.7,12
5870240011,2/20/2004,-3.68,-3.68,12
5870240011,4/22/2004,-3.94,-3.94,12
5870240011,7/13/2004,-3.71,-3.71,12
5870240011,5/21/2004,-4,-4,12
5870240011,8/25/2004,-3.43,-3.43,12
5870240011,9/9/2004,-3.65,-3.65,12
5870240011,3/25/2008,-3.6,-3.6,12
5870240011,8/19/2008,-3.15,-3.15,12
5870240011,4/22/2009,-3.4,-3.4,12
5870240011,1/12/2010,-3.67,-3.67,12
5870240011,7/19/2012,-3.57,-3.57,12
5870240011,7/26/2011,-3.57,-3.57,12
5870244000,10/29/2003,-3.4,-3.4,12
5870244000,8/15/2003,-3.12,-3.12,12
5870330004,8/15/2003,-35.05,-35.05,11
5870330004,11/25/2003,-34.45,-34.45,11
5870330004,12/10/2003,-35.4,-35.4,11
5870330004,1/15/2004,-35.31,-35.31,11
5870330004,3/17/2004,-35.29,-35.29,11
5870330004,2/19/2004,-36.14,-36.14,11
5870330004,4/16/2004,-35.38,-35.38,11
5870330004,7/14/2004,-34.85,-34.85,11
5870330004,5/21/2004,-24.73,-24.73,11
5870330004,8/5/2004,-34.59,-34.59,11
5870330004,9/15/2004,-34.62,-34.62,11
5870330004,3/26/2008,-32.05,-32.05,11
5870330004,7/15/2008,-32.08,-32.08,11
5870330004,3/10/2009,-31.5,-31.5,11
5870330004,5/6/2009,-33.44,-33.44,11
5870330004,1/13/2010,-32.7,-32.7,11
5870330004,7/18/2012,-32.11,-32.11,11
5870330004,7/27/2011,-32.14,-32.14,11
5870330005,10/29/2003,-31,-31,11
5870330005,8/15/2003,-30.5,-30.5,11
5870330005,11/25/2003,-30.79,-30.79,11
5870330005,12/10/2003,-31.82,-31.82,11
5870330005,1/15/2004,-30.63,-30.63,11
5870330005,3/17/2004,-30.63,-30.63,11
5870330005,2/19/2004,-31.47,-31.47,11
5870330005,4/16/2004,-30.8,-30.8,11
5870330005,7/14/2004,-30.16,-30.16,11
5870330005,6/22/2004,-30.28,-30.28,11
5870330005,5/7/2004,-30.68,-30.68,11
5870330005,8/5/2004,-29.91,-29.91,11
5870330005,9/15/2004,-30.5,-30.5,11
5870330006,10/29/2003,-12.61,-12.61,11
5870330006,8/15/2003,-12.61,-12.61,11
5870330006,11/25/2003,-12.59,-12.59,11
5870330006,12/10/2003,-13.28,-13.28,11
5870330006,1/15/2004,-12.48,-12.48,11
5870330006,3/18/2004,-3.52,-3.52,11
5870330006,5/7/2004,-35.33,-35.33,11
5870330010,10/22/2003,-4.25,-4.25,11
5870330010,8/15/2003,-4.32,-4.32,11
5870330010,11/25/2003,-3.8,-3.8,11
5870330010,12/10/2003,-4.72,-4.72,11
5870330010,1/15/2004,-4.72,-4.72,11
5870330010,3/17/2004,-3.23,-3.23,11
5870330010,2/19/2004,-5.52,-5.52,11
5870330010,7/14/2004,-3.3,-3.3,11
5870330010,6/22/2004,-3.5,-3.5,11
5870330010,5/7/2004,-4.1,-4.1,11
5870330010,8/5/2004,-1.95,-1.95,11
